ORF	gene	length.prot	classification	label
YLR099W-A	MIM2	87	Verified	other
YLR100W	ERG27	347	Verified	other
YLR101C	YLR101C	131	Dubious	other
YLR102C	APC9	265	Verified	other
YLR103C	CDC45	650	Verified	other
YLR104W	LCL2	131	Uncharacterized	other
YLR105C	SEN2	377	Verified	other
YLR106C	MDN1	4910	Verified	other
YLR107W	REX3	404	Verified	other
YLR108C	YLR108C	485	Verified	other
YLR109W	AHP1	176	Verified	MSN2/4
YLR110C	CCW12	133	Verified	other
YLR111W	YLR111W	110	Uncharacterized	other
YLR112W	YLR112W	139	Uncharacterized	other
YLR113W	HOG1	435	Verified	other
YLR114C	AVL9	764	Verified	other
YLR115W	CFT2	859	Verified	other
YLR116W	MSL5	476	Verified	other
YLR117C	CLF1	687	Verified	other
YLR118C	YLR118C	227	Verified	other
YLR119W	SRN2	213	Verified	other
YLR120C	YPS1	569	Verified	other
YLR120W-A	YLR120W-A	33	Dubious	other
YLR121C	YPS3	508	Verified	other
YLR122C	YLR122C	125	Uncharacterized	other
YLR123C	YLR123C	109	Dubious	other
YLR124W	YLR124W	114	Dubious	other
YLR125W	YLR125W	136	Uncharacterized	other
YLR126C	YLR126C	251	Verified	other
YLR127C	APC2	853	Verified	other
YLR128W	DCN1	269	Verified	other
YLR129W	DIP2	943	Verified	translation
YLR130C	ZRT2	422	Verified	other
YLR131C	ACE2	770	Verified	other
YLR132C	USB1	290	Verified	other
YLR133W	CKI1	582	Verified	other
YLR134W	PDC5	563	Verified	glycolysis
YLR135W	SLX4	748	Verified	other
YLR136C	TIS11	285	Verified	other
YLR137W	RKM5	367	Verified	other
YLR138W	NHA1	985	Verified	other
YLR139C	SLS1	643	Verified	other
YLR140W	YLR140W	108	Dubious	other
YLR141W	RRN5	363	Verified	other
YLR142W	PUT1	476	Verified	other
YLR143W	DPH6	685	Verified	translation
YLR144C	ACF2	779	Verified	other
YLR145W	RMP1	201	Verified	other
YLR146C	SPE4	300	Verified	other
YLR146W-A	YLR146W-A	62	Uncharacterized	other
YLR147C	SMD3	101	Verified	other
YLR148W	PEP3	918	Verified	other
YLR149C	YLR149C	730	Verified	other
YLR149C-A	YLR149C-A	28	Dubious	other
YLR150W	STM1	273	Verified	other
YLR151C	PCD1	340	Verified	other
YLR152C	YLR152C	576	Uncharacterized	other
YLR153C	ACS2	683	Verified	other
YLR154C	RNH203	110	Verified	other
YLR154C-G	YLR154C-G	49	Uncharacterized	other
YLR154C-H	YLR154C-H	43	Uncharacterized	other
YLR154W-A	YLR154W-A	61	Dubious	other
YLR154W-B	YLR154W-B	54	Dubious	other
YLR154W-C	TAR1	124	Verified	other
YLR154W-E	YLR154W-E	67	Dubious	other
YLR154W-F	YLR154W-F	46	Dubious	other
YLR155C	ASP3-1	362	Verified	other
YLR156C-A	YLR156C-A	43	Uncharacterized	other
YLR156W	YLR156W	114	Uncharacterized	other
YLR157C	ASP3-2	362	Verified	other
YLR157C-C	YLR157C-C	43	Uncharacterized	other
YLR157W-D	YLR157W-D	70	Uncharacterized	other
YLR157W-E	YLR157W-E	54	Uncharacterized	other
YLR158C	ASP3-3	362	Verified	other
YLR159C-A	YLR159C-A	43	Uncharacterized	other
YLR159W	YLR159W	114	Uncharacterized	other
YLR160C	ASP3-4	362	Verified	other
YLR161W	YLR161W	114	Uncharacterized	other
YLR162W	YLR162W	118	Verified	other
YLR162W-A	RRT15	62	Uncharacterized	other
YLR163C	MAS1	462	Verified	other
YLR163W-A	YLR163W-A	37	Dubious	other
YLR164W	SHH4	168	Verified	other
YLR165C	PUS5	254	Verified	other
YLR166C	SEC10	871	Verified	other
YLR167W	RPS31	152	Verified	translation
YLR168C	UPS2	230	Verified	other
YLR169W	YLR169W	117	Dubious	other
YLR170C	APS1	156	Verified	other
YLR171W	YLR171W	129	Dubious	other
YLR172C	DPH5	300	Verified	translation
YLR173W	YLR173W	608	Uncharacterized	other
YLR174W	IDP2	412	Verified	other
YLR175W	CBF5	483	Verified	translation
YLR176C	RFX1	811	Verified	other
YLR177W	YLR177W	628	Uncharacterized	other
YLR178C	TFS1	219	Verified	MSN2/4
YLR179C	YLR179C	201	Verified	other
YLR180W	SAM1	382	Verified	other
YLR181C	VTA1	330	Verified	other
YLR182W	SWI6	803	Verified	other
YLR183C	TOS4	489	Verified	other
YLR184W	YLR184W	115	Dubious	other
YLR185W	RPL37A	88	Verified	translation
YLR186W	EMG1	252	Verified	translation
YLR187W	SKG3	1026	Verified	other
YLR188W	MDL1	695	Verified	other
YLR189C	ATG26	1198	Verified	other
YLR190W	MMR1	491	Verified	other
YLR191W	PEX13	386	Verified	other
YLR192C	HCR1	265	Verified	translation
YLR193C	UPS1	175	Verified	other
YLR194C	NCW2	254	Verified	other
YLR195C	NMT1	455	Verified	other
YLR196W	PWP1	576	Verified	translation
YLR197W	NOP56	504	Verified	translation
YLR198C	YLR198C	119	Dubious	other
YLR199C	PBA1	276	Verified	other
YLR200W	YKE2	114	Verified	other
YLR201C	COQ9	260	Verified	MSN2/4
YLR202C	YLR202C	108	Dubious	other
YLR203C	MSS51	436	Verified	other
YLR204W	QRI5	111	Verified	other
YLR205C	HMX1	317	Verified	other
YLR206W	ENT2	613	Verified	other
YLR207W	HRD3	833	Verified	other
YLR208W	SEC13	297	Verified	other
YLR209C	PNP1	311	Verified	other
YLR210W	CLB4	460	Verified	other
YLR211C	ATG38	226	Verified	other
YLR212C	TUB4	473	Verified	other
YLR213C	CRR1	422	Verified	other
YLR214W	FRE1	686	Verified	other
YLR215C	CDC123	360	Verified	other
YLR216C	CPR6	371	Verified	HSF1
YLR217W	YLR217W	107	Dubious	other
YLR218C	COA4	150	Verified	other
YLR219W	MSC3	728	Verified	other
YLR220W	CCC1	322	Verified	other
YLR221C	RSA3	220	Verified	translation
YLR222C	UTP13	817	Verified	translation
YLR222C-A	YLR222C-A	76	Dubious	other
YLR223C	IFH1	1085	Verified	other
YLR224W	UCC1	369	Verified	other
YLR225C	YLR225C	407	Uncharacterized	other
YLR226W	BUR2	395	Verified	other
YLR227C	ADY4	493	Verified	other
YLR228C	ECM22	814	Verified	other
YLR229C	CDC42	191	Verified	other
YLR230W	YLR230W	101	Dubious	other
YLR231C	BNA5	453	Verified	other
YLR232W	YLR232W	115	Dubious	other
YLR233C	EST1	699	Verified	other
YLR234W	TOP3	656	Verified	other
YLR235C	YLR235C	132	Dubious	other
YLR236C	YLR236C	107	Uncharacterized	other
YLR237W	THI7	598	Verified	other
YLR238W	FAR10	478	Verified	other
YLR239C	LIP2	328	Verified	other
YLR240W	VPS34	875	Verified	other
YLR241W	CSC1	782	Verified	other
YLR242C	ARV1	321	Verified	other
YLR243W	GPN3	272	Verified	other
YLR244C	MAP1	387	Verified	other
YLR245C	CDD1	142	Verified	other
YLR246W	ERF2	359	Verified	other
YLR247C	IRC20	1556	Verified	other
YLR248W	RCK2	610	Verified	other
YLR249W	YEF3	1044	Verified	translation
YLR250W	SSP120	234	Verified	other
YLR251W	SYM1	197	Verified	other
YLR252W	YLR252W	101	Dubious	other
YLR253W	MCP2	569	Verified	other
YLR254C	NDL1	189	Verified	other
YLR255C	YLR255C	117	Uncharacterized	other
YLR256W	HAP1	1502	Verified	other
YLR257W	YLR257W	321	Verified	other
YLR258W	GSY2	705	Verified	MSN2/4
YLR259C	HSP60	572	Verified	HSF1
YLR260W	LCB5	687	Verified	other
YLR261C	VPS63	108	Uncharacterized	other
YLR262C	YPT6	215	Verified	other
YLR262C-A	TMA7	64	Verified	other
YLR263W	RED1	827	Verified	other
YLR264C-A	YLR264C-A	38	Uncharacterized	other
YLR264W	RPS28B	67	Verified	translation
YLR265C	NEJ1	342	Verified	other
YLR266C	PDR8	701	Verified	other
YLR267W	BOP2	570	Uncharacterized	other
YLR268W	SEC22	214	Verified	other
YLR269C	YLR269C	116	Dubious	other
YLR270W	DCS1	350	Verified	other
YLR271W	CMG1	274	Uncharacterized	other
YLR272C	YCS4	1176	Verified	other
YLR273C	PIG1	648	Verified	other
YLR274W	MCM5	775	Verified	other
YLR275W	SMD2	110	Verified	other
YLR276C	DBP9	594	Verified	translation
YLR277C	YSH1	779	Verified	other
YLR278C	YLR278C	1341	Uncharacterized	other
YLR279W	YLR279W	129	Dubious	other
YLR280C	YLR280C	116	Dubious	other
YLR281C	YLR281C	155	Uncharacterized	other
YLR282C	YLR282C	113	Dubious	other
YLR283W	YLR283W	314	Uncharacterized	other
YLR284C	ECI1	280	Verified	other
YLR285C-A	YLR285C-A	56	Uncharacterized	other
YLR285W	NNT1	261	Verified	translation
YLR286C	CTS1	562	Verified	other
YLR286W-A	YLR286W-A	44	Dubious	other
YLR287C	YLR287C	355	Uncharacterized	other
YLR287C-A	RPS30A	63	Verified	translation
YLR288C	MEC3	474	Verified	other
YLR289W	GUF1	645	Verified	other
YLR290C	COQ11	277	Verified	other
YLR291C	GCD7	381	Verified	translation
YLR292C	SEC72	193	Verified	other
YLR293C	GSP1	219	Verified	other
YLR294C	YLR294C	109	Dubious	other
YLR295C	ATP14	124	Verified	other
YLR296W	YLR296W	108	Uncharacterized	other
YLR297W	YLR297W	129	Verified	other
YLR298C	YHC1	231	Verified	other
YLR299C-A	YLR299C-A	30	Dubious	other
YLR299W	ECM38	660	Verified	other
YLR300W	EXG1	448	Verified	other
YLR301W	HRI1	244	Verified	other
YLR302C	YLR302C	120	Uncharacterized	other
YLR303W	MET17	444	Verified	other
YLR304C	ACO1	778	Verified	other
YLR305C	STT4	1900	Verified	other
YLR306W	UBC12	188	Verified	other
YLR307C-A	YLR307C-A	87	Uncharacterized	other
YLR307W	CDA1	301	Verified	other
YLR308W	CDA2	312	Verified	other
YLR309C	IMH1	911	Verified	other
YLR310C	CDC25	1589	Verified	other
YLR311C	YLR311C	115	Dubious	other
YLR312C	ATG39	398	Verified	other
YLR312W-A	MRPL15	253	Verified	other
YLR313C	SPH1	530	Verified	other
YLR314C	CDC3	520	Verified	other
YLR315W	NKP2	153	Verified	other
YLR316C	TAD3	322	Verified	other
YLR317W	YLR317W	144	Dubious	other
YLR318W	EST2	884	Verified	other
YLR319C	BUD6	788	Verified	other
YLR320W	MMS22	1454	Verified	other
YLR321C	SFH1	426	Verified	other
YLR322W	VPS65	104	Dubious	other
YLR323C	CWC24	259	Verified	other
YLR324W	PEX30	523	Verified	other
YLR325C	RPL38	78	Verified	translation
YLR326W	YLR326W	240	Uncharacterized	other
YLR327C	TMA10	86	Verified	HSF1
YLR328W	NMA1	401	Verified	other
YLR329W	REC102	264	Verified	other
YLR330W	CHS5	671	Verified	other
YLR331C	JIP3	125	Uncharacterized	other
YLR332W	MID2	376	Verified	other
YLR333C	RPS25B	108	Verified	translation
YLR334C	YLR334C	126	Dubious	other
YLR335W	NUP2	720	Verified	other
YLR336C	SGD1	899	Verified	other
YLR337C	VRP1	817	Verified	other
YLR338W	OPI9	285	Dubious	other
YLR339C	YLR339C	183	Dubious	other
YLR340W	RPP0	312	Verified	translation
YLR341W	SPO77	477	Verified	other
YLR342W	FKS1	1876	Verified	other
YLR342W-A	YLR342W-A	57	Uncharacterized	other
YLR343W	GAS2	555	Verified	other
YLR344W	RPL26A	127	Verified	translation
YLR345W	YLR345W	509	Uncharacterized	other
YLR346C	CIS1	101	Verified	other
YLR347C	KAP95	861	Verified	other
YLR347W-A	YLR347W-A	46	Dubious	other
YLR348C	DIC1	298	Verified	other
YLR349W	YLR349W	168	Dubious	other
YLR350W	ORM2	216	Verified	other
YLR351C	NIT3	291	Verified	other
YLR352W	YLR352W	807	Uncharacterized	other
YLR353W	BUD8	603	Verified	other
YLR354C	TAL1	335	Verified	other
YLR355C	ILV5	395	Verified	other
YLR356W	ATG33	197	Verified	MSN2/4
YLR357W	RSC2	889	Verified	other
YLR358C	YLR358C	187	Uncharacterized	other
YLR359W	ADE13	482	Verified	other
YLR360W	VPS38	439	Verified	other
YLR361C	DCR2	578	Verified	other
YLR361C-A	YLR361C-A	98	Uncharacterized	other
YLR362W	STE11	717	Verified	other
YLR363C	NMD4	218	Verified	other
YLR363W-A	YLR363W-A	85	Verified	other
YLR364C-A	YLR364C-A	40	Dubious	other
YLR364W	GRX8	109	Verified	other
YLR365W	YLR365W	110	Uncharacterized	other
YLR366W	YLR366W	101	Dubious	other
YLR367W	RPS22B	130	Verified	translation
YLR368W	MDM30	598	Verified	other
YLR369W	SSQ1	657	Verified	other
YLR370C	ARC18	178	Verified	other
YLR371W	ROM2	1356	Verified	other
YLR372W	ELO3	345	Verified	other
YLR373C	VID22	901	Verified	other
YLR374C	YLR374C	129	Dubious	other
YLR375W	STP3	343	Verified	other
YLR376C	PSY3	242	Verified	other
YLR377C	FBP1	348	Verified	glycolysis
YLR378C	SEC61	480	Verified	other
YLR379W	YLR379W	124	Dubious	other
YLR380W	CSR1	408	Verified	other
YLR381W	CTF3	733	Verified	other
YLR382C	NAM2	894	Verified	other
YLR383W	SMC6	1114	Verified	other
YLR384C	IKI3	1349	Verified	other
YLR385C	SWC7	132	Verified	other
YLR386W	VAC14	880	Verified	other
YLR387C	REH1	432	Verified	translation
YLR388W	RPS29A	56	Verified	translation
YLR389C	STE23	1027	Verified	other
YLR390W	ECM19	112	Verified	other
YLR390W-A	CCW14	238	Verified	other
YLR392C	ART10	518	Verified	other
YLR393W	ATP10	279	Verified	other
YLR394W	CST9	482	Verified	other
YLR395C	COX8	78	Verified	other
YLR396C	VPS33	691	Verified	other
YLR397C	AFG2	780	Verified	other
YLR398C	SKI2	1287	Verified	other
YLR399C	BDF1	686	Verified	other
YLR399W-A	YLR399W-A	34	Dubious	other
YLR400W	YLR400W	157	Dubious	other
YLR401C	DUS3	668	Verified	other
YLR402W	YLR402W	63	Dubious	other
YLR403W	SFP1	683	Verified	other
YLR404W	SEI1	285	Verified	other
YLR405W	DUS4	367	Verified	other
YLR406C	RPL31B	113	Verified	translation
YLR406C-A	YLR406C-A	49	Uncharacterized	other
YLR407W	YLR407W	228	Uncharacterized	other
YLR408C	BLS1	122	Verified	other
YLR409C	UTP21	939	Verified	translation
YLR410W	VIP1	1146	Verified	other
YLR411W	CTR3	241	Verified	other
YLR412C-A	YLR412C-A	68	Uncharacterized	other
YLR412W	BER1	274	Verified	other
YLR413W	INA1	675	Verified	other
YLR414C	PUN1	263	Verified	other
YLR415C	YLR415C	112	Uncharacterized	other
YLR416C	YLR416C	132	Dubious	other
YLR417W	VPS36	566	Verified	other
YLR418C	CDC73	393	Verified	other
YLR419W	YLR419W	1435	Uncharacterized	other
YLR420W	URA4	364	Verified	other
YLR421C	RPN13	156	Verified	other
YLR422W	DCK1	1932	Verified	other
YLR423C	ATG17	417	Verified	other
YLR424W	SPP382	708	Verified	other
YLR425W	TUS1	1307	Verified	other
YLR426W	TDA5	326	Uncharacterized	other
YLR427W	MAG2	670	Verified	other
YLR428C	YLR428C	114	Dubious	other
YLR429W	CRN1	651	Verified	other
YLR430W	SEN1	2231	Verified	other
YLR431C	ATG23	453	Verified	other
YLR432W	IMD3	523	Verified	other
YLR433C	CNA1	553	Verified	other
YLR434C	YLR434C	127	Dubious	other
YLR435W	TSR2	205	Verified	other
YLR436C	ECM30	1274	Verified	other
YLR437C	DIF1	133	Verified	other
YLR437C-A	YLR437C-A	75	Dubious	other
YLR438C-A	LSM3	89	Verified	other
YLR438W	CAR2	424	Verified	MSN2/4
YLR439W	MRPL4	319	Verified	other
YLR440C	SEC39	709	Verified	other
YLR441C	RPS1A	255	Verified	translation
YLR442C	SIR3	978	Verified	other
YLR443W	ECM7	448	Verified	other
YLR444C	YLR444C	100	Dubious	other
YLR445W	GMC2	188	Verified	other
YLR446W	YLR446W	433	Uncharacterized	other
YLR447C	VMA6	345	Verified	other
YLR448W	RPL6B	176	Verified	translation
YLR449W	FPR4	392	Verified	other
YLR450W	HMG2	1045	Verified	other
YLR451W	LEU3	886	Verified	other
YLR452C	SST2	698	Verified	other
YLR453C	RIF2	395	Verified	other
YLR454W	FMP27	2628	Uncharacterized	other
YLR455W	PDP3	304	Verified	other
YLR456W	YLR456W	204	Uncharacterized	other
YLR457C	NBP1	319	Verified	other
YLR458W	YLR458W	126	Dubious	other
YLR459W	GAB1	394	Verified	other
YLR460C	YLR460C	376	Uncharacterized	other
YLR461W	PAU4	120	Verified	other
YLR462W	YLR462W	202	Uncharacterized	other
YLR463C	YLR463C	183	Dubious	other
YLR464W	YLR464W	216	Uncharacterized	other
YLR465C	BSC3	102	Dubious	other
YLR466C-A	YLR466C-A	160	Dubious	other
YLR466C-B	YLR466C-B	38	Dubious	other
YLR466W	YRF1-4	1382	Verified	other
YLR467C-A	YLR467C-A	160	Dubious	other
YLR467W	YRF1-5	1796	Verified	other
YML001W	YPT7	208	Verified	other
YML002W	YML002W	737	Uncharacterized	other
YML003W	YML003W	290	Uncharacterized	other
YML004C	GLO1	326	Verified	MSN2/4
YML005W	TRM12	462	Verified	other
YML006C	GIS4	774	Verified	other
YML007C-A	YML007C-A	36	Uncharacterized	other
YML007W	YAP1	650	Verified	other
YML008C	ERG6	383	Verified	other
YML009C	MRPL39	70	Verified	other
YML009C-A	YML009C-A	108	Dubious	other
YML009W-B	YML009W-B	158	Dubious	other
YML010W	SPT5	1063	Verified	other
YML011C	RAD33	177	Verified	other
YML012C-A	YML012C-A	125	Dubious	other
YML012W	ERV25	211	Verified	other
YML013W	UBX2	584	Verified	other
YML014W	TRM9	279	Verified	other
YML015C	TAF11	346	Verified	other
YML016C	PPZ1	692	Verified	other
YML017W	PSP2	593	Verified	other
YML018C	YML018C	393	Verified	other
YML019W	OST6	332	Verified	other
YML020W	YML020W	664	Uncharacterized	other
YML021C	UNG1	359	Verified	other
YML022W	APT1	187	Verified	other
YML023C	NSE5	556	Verified	other
YML024W	RPS17A	136	Verified	translation
YML025C	YML6	286	Verified	other
YML026C	RPS18B	146	Verified	translation
YML027W	YOX1	385	Verified	other
YML028W	TSA1	196	Verified	other
YML029W	USA1	838	Verified	other
YML030W	RCF1	159	Verified	MSN2/4
YML031C-A	YML031C-A	111	Dubious	other
YML031W	NDC1	655	Verified	other
YML032C	RAD52	471	Verified	other
YML034C-A	YML034C-A	132	Dubious	other
YML034W	SRC1	834	Verified	other
YML035C	AMD1	810	Verified	other
YML036W	CGI121	181	Verified	other
YML037C	YML037C	340	Uncharacterized	other
YML038C	YMD8	442	Verified	other
YML041C	VPS71	280	Verified	other
YML042W	CAT2	670	Verified	other
YML043C	RRN11	507	Verified	other
YML046W	PRP39	629	Verified	other
YML047C	PRM6	352	Verified	other
YML047W-A	YML047W-A	121	Dubious	other
YML048W	GSF2	403	Verified	other
YML049C	RSE1	1361	Verified	other
YML050W	AIM32	311	Verified	other
YML051W	GAL80	435	Verified	other
YML052W	SUR7	302	Verified	other
YML053C	YML053C	212	Uncharacterized	other
YML054C	CYB2	591	Verified	other
YML054C-A	YML054C-A	52	Uncharacterized	other
YML055W	SPC2	178	Verified	other
YML056C	IMD4	524	Verified	other
YML057C-A	YML057C-A	129	Dubious	other
YML057W	CMP2	604	Verified	other
YML058W	SML1	104	Verified	other
YML058W-A	HUG1	68	Verified	other
YML059C	NTE1	1679	Verified	other
YML060W	OGG1	376	Verified	other
YML061C	PIF1	859	Verified	other
YML062C	MFT1	392	Verified	other
YML063W	RPS1B	255	Verified	translation
YML064C	TEM1	245	Verified	other
YML065W	ORC1	914	Verified	other
YML066C	SMA2	369	Verified	other
YML067C	ERV41	352	Verified	other
YML068W	ITT1	464	Verified	other
YML069W	POB3	552	Verified	other
YML070W	DAK1	584	Verified	other
YML071C	COG8	607	Verified	other
YML072C	TCB3	1545	Verified	other
YML073C	RPL6A	176	Verified	translation
YML074C	FPR3	411	Verified	other
YML075C	HMG1	1054	Verified	other
YML076C	WAR1	944	Verified	other
YML077W	BET5	159	Verified	other
YML078W	CPR3	182	Verified	other
YML079W	YML079W	201	Uncharacterized	other
YML080W	DUS1	423	Verified	other
YML081C-A	ATP18	59	Verified	other
YML081W	TDA9	1251	Verified	other
YML082W	YML082W	649	Uncharacterized	other
YML083C	YML083C	418	Verified	other
YML084W	YML084W	102	Dubious	other
YML085C	TUB1	447	Verified	other
YML086C	ALO1	526	Verified	other
YML087C	AIM33	312	Verified	other
YML088W	UFO1	668	Verified	other
YML089C	YML089C	122	Dubious	other
YML090W	YML090W	128	Dubious	other
YML091C	RPM2	1202	Verified	other
YML092C	PRE8	250	Verified	other
YML093W	UTP14	899	Verified	translation
YML094C-A	YML094C-A	133	Dubious	other
YML094W	GIM5	163	Verified	other
YML095C	RAD10	210	Verified	other
YML096W	YML096W	525	Uncharacterized	other
YML097C	VPS9	451	Verified	other
YML098W	TAF13	167	Verified	other
YML099C	ARG81	880	Verified	other
YML099W-A	YML099W-A	109	Dubious	other
YML100W	TSL1	1098	Verified	MSN2/4
YML100W-A	YML100W-A	57	Uncharacterized	other
YML101C	CUE4	117	Verified	other
YML101C-A	YML101C-A	105	Dubious	other
YML102W	CAC2	468	Verified	other
YML103C	NUP188	1655	Verified	other
YML104C	MDM1	1127	Verified	other
YML105C	SEC65	273	Verified	other
YML106W	URA5	226	Verified	other
YML107C	PML39	334	Verified	other
YML108W	YML108W	105	Verified	other
YML109W	ZDS2	942	Verified	other
YML110C	COQ5	307	Verified	other
YML111W	BUL2	920	Verified	other
YML112W	CTK3	296	Verified	other
YML113W	DAT1	248	Verified	other
YML114C	TAF8	510	Verified	other
YML115C	VAN1	535	Verified	other
YML116W	ATR1	542	Verified	other
YML116W-A	YML116W-A	100	Dubious	other
YML117W	NAB6	1134	Verified	other
YML118W	NGL3	505	Verified	other
YML119W	YML119W	357	Uncharacterized	other
YML120C	NDI1	513	Verified	MSN2/4
YML121W	GTR1	310	Verified	other
YML122C	YML122C	126	Uncharacterized	other
YML123C	PHO84	587	Verified	other
YML124C	TUB3	445	Verified	other
YML125C	PGA3	312	Verified	other
YML126C	ERG13	491	Verified	other
YML127W	RSC9	581	Verified	other
YML128C	MSC1	513	Verified	MSN2/4
YML129C	COX14	70	Verified	other
YML130C	ERO1	563	Verified	other
YML131W	YML131W	365	Verified	other
YML132W	COS3	379	Verified	other
YML133C	YML133C	1374	Uncharacterized	other
YML133W-A	YML133W-A	191	Dubious	other
YML133W-B	YML133W-B	160	Dubious	other
YMR001C	CDC5	705	Verified	other
YMR001C-A	YMR001C-A	76	Uncharacterized	other
YMR002W	MIX17	156	Verified	other
YMR003W	AIM34	198	Verified	other
YMR004W	MVP1	511	Verified	other
YMR005W	TAF4	388	Verified	other
YMR006C	PLB2	706	Verified	other
YMR007W	YMR007W	126	Uncharacterized	other
YMR008C	PLB1	664	Verified	other
YMR009W	ADI1	179	Verified	other
YMR010W	ANY1	405	Verified	other
YMR011W	HXT2	541	Verified	other
YMR012W	CLU1	1277	Verified	translation
YMR013C	SEC59	519	Verified	other
YMR013C-A	YMR013C-A	49	Dubious	other
YMR013W-A	YMR013W-A	26	Dubious	other
YMR014W	BUD22	519	Verified	other
YMR015C	ERG5	538	Verified	other
YMR016C	SOK2	785	Verified	other
YMR017W	SPO20	397	Verified	other
YMR018W	PEX9	514	Uncharacterized	other
YMR019W	STB4	949	Verified	other
YMR020W	FMS1	508	Verified	other
YMR021C	MAC1	417	Verified	other
YMR022W	UBC7	165	Verified	other
YMR023C	MSS1	526	Verified	other
YMR024W	MRPL3	390	Verified	other
YMR025W	CSI1	295	Verified	MSN2/4
YMR026C	PEX12	399	Verified	other
YMR027W	YMR027W	470	Verified	other
YMR028W	TAP42	366	Verified	other
YMR029C	FAR8	523	Verified	other
YMR030W	RSF1	376	Verified	other
YMR030W-A	YMR030W-A	96	Uncharacterized	other
YMR031C	EIS1	843	Verified	MSN2/4
YMR031W-A	YMR031W-A	108	Dubious	other
YMR032W	HOF1	669	Verified	other
YMR033W	ARP9	467	Verified	other
YMR034C	RCH1	434	Verified	other
YMR035W	IMP2	177	Verified	other
YMR036C	MIH1	554	Verified	other
YMR037C	MSN2	704	Verified	other
YMR038C	CCS1	249	Verified	other
YMR039C	SUB1	292	Verified	other
YMR040W	YET2	160	Verified	other
YMR041C	ARA2	335	Verified	other
YMR042W	ARG80	177	Verified	other
YMR043W	MCM1	286	Verified	other
YMR044W	IOC4	475	Verified	other
YMR046W-A	YMR046W-A	42	Dubious	other
YMR047C	NUP116	1113	Verified	other
YMR048W	CSM3	317	Verified	other
YMR049C	ERB1	807	Verified	translation
YMR052C-A	YMR052C-A	121	Dubious	other
YMR052W	FAR3	204	Verified	other
YMR053C	STB2	850	Verified	other
YMR054W	STV1	890	Verified	other
YMR055C	BUB2	306	Verified	other
YMR056C	AAC1	309	Verified	other
YMR057C	YMR057C	123	Dubious	other
YMR058W	FET3	636	Verified	other
YMR059W	SEN15	128	Verified	other
YMR060C	SAM37	327	Verified	other
YMR061W	RNA14	677	Verified	other
YMR062C	ARG7	441	Verified	other
YMR063W	RIM9	239	Verified	other
YMR064W	AEP1	518	Verified	other
