skORF	gene	ORF	kmORF
SKDZ_13G3810	COX7	YMR256C	KLMA_80322
SKDZ_13G3820	PET111	YMR257C	KLMA_80324
SKDZ_13G3830	ROY1	YMR258C	KLMA_80325
SKDZ_13G3850	TIF11	YMR260C	KLMA_20075
SKDZ_13G3860	TPS3	YMR261C	KLMA_20074
SKDZ_13G3870	YMR262W	YMR262W	KLMA_20070
SKDZ_13G3880	SAP30	YMR263W	KLMA_20069
SKDZ_13G3890	CUE1	YMR264W	KLMA_20068
SKDZ_13G3900	YMR265C	YMR265C	KLMA_20065
SKDZ_13G3910	RSN1	YMR266W	KLMA_20063
SKDZ_13G3920	PPA2	YMR267W	KLMA_20062
SKDZ_13G3930	PRP24	YMR268C	KLMA_20060
SKDZ_13G3940	TMA23	YMR269W	KLMA_10591
SKDZ_13G3950	RRN9	YMR270C	KLMA_10589
SKDZ_13G3960	URA10	YMR271C	NA
SKDZ_13G3970	SCS7	YMR272C	KLMA_10577
SKDZ_13G4000	ZDS1	YMR273C	NA
SKDZ_13G4010	RCE1	YMR274C	KLMA_10580
SKDZ_13G4020	BUL1	YMR275C	NA
SKDZ_13G4030	DSK2	YMR276W	KLMA_10585
SKDZ_13G4040	FCP1	YMR277W	KLMA_10575
SKDZ_13G4060	YMR279C	YMR279C	NA
SKDZ_13G4070	CAT8	YMR280C	KLMA_80046
SKDZ_13G4080	GPI12	YMR281W	KLMA_80045
SKDZ_13G4090	AEP2	YMR282C	KLMA_80044
SKDZ_13G4100	RIT1	YMR283C	KLMA_80043
SKDZ_13G4110	YKU70	YMR284W	KLMA_10274
SKDZ_13G4120	NGL2	YMR285C	KLMA_10275
SKDZ_13G4130	MRPL33	YMR286W	KLMA_10276
SKDZ_13G4140	DSS1	YMR287C	KLMA_10278
SKDZ_13G4150	HSH155	YMR288W	KLMA_10479
SKDZ_13G4160	ABZ2	YMR289W	KLMA_10481
SKDZ_13G4170	HAS1	YMR290C	KLMA_10484
SKDZ_13G4180	TDA1	YMR291W	KLMA_10487
SKDZ_13G4190	GOT1	YMR292W	NA
SKDZ_13G4200	HER2	YMR293C	KLMA_10493
SKDZ_13G4210	JNM1	YMR294W	KLMA_10494
SKDZ_13G4220	YMR295C	YMR295C	KLMA_10497
SKDZ_13G4230	LCB1	YMR296C	KLMA_10498
SKDZ_13G4240	PRC1	YMR297W	KLMA_10499
SKDZ_13G4250	LIP1	YMR298W	KLMA_10500
SKDZ_13G4260	DYN3	YMR299C	KLMA_10504
SKDZ_13G4270	ADE4	YMR300C	KLMA_10505
SKDZ_13G4280	ATM1	YMR301C	KLMA_10506
SKDZ_13G4290	YME2	YMR302C	KLMA_80202
SKDZ_13G4300	ADH2	YMR303C	KLMA_40102
SKDZ_13G4300	ADH2	YMR303C	KLMA_40220
SKDZ_13G4310	UBP15	YMR304W	KLMA_80201
SKDZ_13G4320	SCW10	YMR305C	KLMA_80198
SKDZ_13G4330	FKS3	YMR306W	KLMA_80197
SKDZ_13G4340	GAS1	YMR307W	KLMA_80196
SKDZ_13G4350	PSE1	YMR308C	KLMA_80193
SKDZ_13G4360	NIP1	YMR309C	KLMA_80186
SKDZ_13G4370	YMR310C	YMR310C	NA
SKDZ_13G4380	GLC8	YMR311C	KLMA_80183
SKDZ_13G4390	ELP6	YMR312W	KLMA_10509
SKDZ_13G4400	TGL3	YMR313C	KLMA_10508
SKDZ_13G4410	PRE5	YMR314W	KLMA_10507
SKDZ_13G4420	YMR315W	YMR315W	KLMA_40010
SKDZ_13G4430	DIA1	YMR316W	NA
SKDZ_13G4440	YMR317W	YMR317W	NA
SKDZ_13G4450	ADH6	YMR318C	KLMA_80339
SKDZ_13G4460	FET4	YMR319C	KLMA_50625
SKDZ_14G0020	COS7	YDL248W	NA
SKDZ_14G0060	RPD3	YNL330C	KLMA_20628
SKDZ_14G0070	PEX6	YNL329C	KLMA_20627
SKDZ_14G0080	MDJ2	YNL328C	KLMA_20626
SKDZ_14G0090	EGT2	YNL327W	KLMA_20625
SKDZ_14G0100	PFA3	YNL326C	KLMA_20624
SKDZ_14G0110	FIG4	YNL325C	KLMA_20622
SKDZ_14G0120	LEM3	YNL323W	KLMA_20620
SKDZ_14G0130	KRE1	YNL322C	KLMA_80394
SKDZ_14G0140	VNX1	YNL321W	KLMA_80393
SKDZ_14G0150	YNL320W	YNL320W	KLMA_80391
SKDZ_14G0160	HXT14	YNL318C	KLMA_80389
SKDZ_14G0170	PFS2	YNL317W	KLMA_70158
SKDZ_14G0180	PHA2	YNL316C	KLMA_70162
SKDZ_14G0190	ATP11	YNL315C	KLMA_70163
SKDZ_14G0200	DAL82	YNL314W	KLMA_70164
SKDZ_14G0210	EMW1	YNL313C	KLMA_70165
SKDZ_14G0220	RFA2	YNL312W	KLMA_40398
SKDZ_14G0230	SKP2	YNL311C	KLMA_40400
SKDZ_14G0240	ZIM17	YNL310C	KLMA_40401
SKDZ_14G0250	STB1	YNL309W	KLMA_40402
SKDZ_14G0260	KRI1	YNL308C	KLMA_40397
SKDZ_14G0270	MCK1	YNL307C	KLMA_40395
SKDZ_14G0280	MRPS18	YNL306W	KLMA_40394
SKDZ_14G0290	BXI1	YNL305C	KLMA_40392
SKDZ_14G0300	YPT11	YNL304W	KLMA_80248
SKDZ_14G0310	RPS19B	YNL302C	NA
SKDZ_14G0320	RPL18B	YNL301C	NA
SKDZ_14G0330	TOS6	YNL300W	NA
SKDZ_14G0340	TRF5	YNL299W	NA
SKDZ_14G0350	CLA4	YNL298W	NA
SKDZ_14G0360	MON2	YNL297C	NA
SKDZ_14G0380	YNL295W	YNL295W	KLMA_10397
SKDZ_14G0390	RIM21	YNL294C	KLMA_10398
SKDZ_14G0400	MSB3	YNL293W	NA
SKDZ_14G0410	PUS4	YNL292W	KLMA_70395
SKDZ_14G0420	MID1	YNL291C	KLMA_70396
SKDZ_14G0430	RFC3	YNL290W	KLMA_70397
SKDZ_14G0440	PCL1	YNL289W	KLMA_70398
SKDZ_14G0450	CAF40	YNL288W	KLMA_70399
SKDZ_14G0460	SEC21	YNL287W	KLMA_70400
SKDZ_14G0470	CUS2	YNL286W	NA
SKDZ_14G0480	MRPL10	YNL284C	KLMA_80281
SKDZ_14G0490	WSC2	YNL283C	KLMA_80280
SKDZ_14G0500	POP3	YNL282W	KLMA_80279
SKDZ_14G0510	HCH1	YNL281W	KLMA_80278
SKDZ_14G0520	ERG24	YNL280C	KLMA_80276
SKDZ_14G0530	PRM1	YNL279W	KLMA_10086
SKDZ_14G0540	CAF120	YNL278W	NA
SKDZ_14G0550	MET2	YNL277W	KLMA_10090
SKDZ_14G0560	BOR1	YNL275W	KLMA_10095
SKDZ_14G0570	GOR1	YNL274C	KLMA_10097
SKDZ_14G0580	TOF1	YNL273W	KLMA_10101
SKDZ_14G0590	SEC2	YNL272C	KLMA_10103
SKDZ_14G0600	BNI1	YNL271C	KLMA_10104
SKDZ_14G0610	ALP1	YNL270C	KLMA_10106
SKDZ_14G0620	LYP1	YNL268W	KLMA_10107
SKDZ_14G0630	PIK1	YNL267W	KLMA_10108
SKDZ_14G0640	IST1	YNL265C	KLMA_10110
SKDZ_14G0650	PDR17	YNL264C	KLMA_10114
SKDZ_14G0660	YIF1	YNL263C	KLMA_10116
SKDZ_14G0670	POL2	YNL262W	KLMA_10117
SKDZ_14G0680	ORC5	YNL261W	KLMA_10118
SKDZ_14G0700	ATX1	YNL259C	KLMA_10121
SKDZ_14G0710	DSL1	YNL258C	KLMA_10122
SKDZ_14G0720	SIP3	YNL257C	KLMA_10123
SKDZ_14G0730	FOL1	YNL256W	KLMA_10126
SKDZ_14G0740	GIS2	YNL255C	KLMA_10127
SKDZ_14G0750	RTC4	YNL254C	KLMA_10128
SKDZ_14G0760	TEX1	YNL253W	KLMA_10129
SKDZ_14G0770	MRPL17	YNL252C	KLMA_10130
SKDZ_14G0780	NRD1	YNL251C	KLMA_10131
SKDZ_14G0790	RAD50	YNL250W	KLMA_10132
SKDZ_14G0800	MPA43	YNL249C	KLMA_10133
SKDZ_14G0810	RPA49	YNL248C	KLMA_10134
SKDZ_14G0820	YNL247W	YNL247W	KLMA_10137
SKDZ_14G0830	VPS75	YNL246W	KLMA_10138
SKDZ_14G0840	CWC25	YNL245C	KLMA_10139
SKDZ_14G0850	SUI1	YNL244C	KLMA_10140
SKDZ_14G0860	SLA2	YNL243W	KLMA_10013
SKDZ_14G0860	SLA2	YNL243W	KLMA_10141
SKDZ_14G0870	ATG2	YNL242W	KLMA_50633
SKDZ_14G0880	ZWF1	YNL241C	KLMA_50631
SKDZ_14G0890	NAR1	YNL240C	KLMA_50630
SKDZ_14G0900	LAP3	YNL239W	NA
SKDZ_14G0910	KEX2	YNL238W	KLMA_50628
SKDZ_14G0920	YTP1	YNL237W	KLMA_50627
SKDZ_14G0930	SIN4	YNL236W	KLMA_50626
SKDZ_14G0940	YNL234W	YNL234W	KLMA_50624
SKDZ_14G0950	BNI4	YNL233W	KLMA_50623
SKDZ_14G0960	CSL4	YNL232W	KLMA_50622
SKDZ_14G0970	PDR16	YNL231C	KLMA_50621
SKDZ_14G0980	ELA1	YNL230C	KLMA_50620
SKDZ_14G0990	URE2	YNL229C	KLMA_50619
SKDZ_14G1000	JJJ1	YNL227C	KLMA_50618
SKDZ_14G1020	CNM67	YNL225C	KLMA_50617
SKDZ_14G1030	SQS1	YNL224C	KLMA_50616
SKDZ_14G1040	ATG4	YNL223W	KLMA_50615
SKDZ_14G1050	SSU72	YNL222W	KLMA_50614
SKDZ_14G1060	POP1	YNL221C	KLMA_50611
SKDZ_14G1070	ADE12	YNL220W	KLMA_50610
SKDZ_14G1080	ALG9	YNL219C	KLMA_50609
SKDZ_14G1090	MGS1	YNL218W	KLMA_50607
SKDZ_14G1100	YNL217W	YNL217W	KLMA_50605
SKDZ_14G1110	RAP1	YNL216W	KLMA_50604
SKDZ_14G1120	IES2	YNL215W	KLMA_50602
SKDZ_14G1130	PEX17	YNL214W	KLMA_50601
SKDZ_14G1140	RRG9	YNL213C	KLMA_50600
SKDZ_14G1150	VID27	YNL212W	KLMA_50599
SKDZ_14G1160	YNL211C	YNL211C	KLMA_50598
SKDZ_14G1170	MER1	YNL210W	NA
SKDZ_14G1180	SSB2	YNL209W	KLMA_50592
SKDZ_14G1190	YNL208W	YNL208W	NA
SKDZ_14G1200	RIO2	YNL207W	KLMA_50591
SKDZ_14G1210	RTT106	YNL206C	KLMA_50590
SKDZ_14G1220	SPS18	YNL204C	NA
SKDZ_14G1230	SPS19	YNL202W	KLMA_50587
SKDZ_14G1240	PSY2	YNL201C	KLMA_50586
SKDZ_14G1250	YNL200C	YNL200C	KLMA_40208
SKDZ_14G1260	GCR2	YNL199C	KLMA_40209
SKDZ_14G1270	WHI3	YNL197C	KLMA_40211
SKDZ_14G1280	SLZ1	YNL196C	NA
SKDZ_14G1290	YNL195C	YNL195C	NA
SKDZ_14G1300	YNL194C	YNL194C	KLMA_40213
SKDZ_14G1300	YNL194C	YNL194C	KLMA_40214
SKDZ_14G1310	YNL193W	YNL193W	KLMA_40216
SKDZ_14G1320	CHS1	YNL192W	KLMA_40217
SKDZ_14G1330	DUG3	YNL191W	KLMA_20727
SKDZ_14G1340	YNL190W	YNL190W	NA
SKDZ_14G1350	SRP1	YNL189W	KLMA_20729
SKDZ_14G1360	KAR1	YNL188W	NA
SKDZ_14G1370	SWT21	YNL187W	KLMA_20732
SKDZ_14G1380	UBP10	YNL186W	KLMA_20735
SKDZ_14G1390	MRPL19	YNL185C	KLMA_20736
SKDZ_14G1410	NPR1	YNL183C	KLMA_20737
SKDZ_14G1420	IPI3	YNL182C	KLMA_20739
SKDZ_14G1430	YNL181W	YNL181W	KLMA_20740
SKDZ_14G1440	RHO5	YNL180C	KLMA_20741
SKDZ_14G1450	RPS3	YNL178W	KLMA_20742
SKDZ_14G1460	MRPL22	YNL177C	KLMA_20745
SKDZ_14G1470	TDA7	YNL176C	KLMA_20746
SKDZ_14G1490	NOP13	YNL175C	KLMA_20747
SKDZ_14G1510	MDG1	YNL173C	NA
SKDZ_14G1520	APC1	YNL172W	KLMA_20750
SKDZ_14G1530	PSD1	YNL169C	KLMA_20751
SKDZ_14G1540	FMP41	YNL168C	KLMA_20753
SKDZ_14G1550	SKO1	YNL167C	KLMA_20754
SKDZ_14G1560	BNI5	YNL166C	KLMA_20756
SKDZ_14G1570	YNL165W	YNL165W	KLMA_20757
SKDZ_14G1580	IBD2	YNL164C	KLMA_20759
SKDZ_14G1590	RIA1	YNL163C	KLMA_20760
SKDZ_14G1600	YNL162W-A	YNL162W-A	NA
SKDZ_14G1610	RPL42A	YNL162W	KLMA_20762
SKDZ_14G1620	CBK1	YNL161W	KLMA_20764
SKDZ_14G1630	YGP1	YNL160W	NA
SKDZ_14G1640	ASI2	YNL159C	KLMA_40358
SKDZ_14G1650	PGA1	YNL158W	KLMA_40357
SKDZ_14G1660	IGO1	YNL157W	NA
SKDZ_14G1670	NSG2	YNL156C	KLMA_40354
SKDZ_14G1690	YCK2	YNL154C	KLMA_60424
SKDZ_14G1700	GIM3	YNL153C	KLMA_60422
SKDZ_14G1710	INN1	YNL152W	KLMA_10568
SKDZ_14G1720	RPC31	YNL151C	KLMA_10566
SKDZ_14G1730	PGA2	YNL149C	KLMA_10565
SKDZ_14G1740	ALF1	YNL148C	KLMA_10733
SKDZ_14G1750	LSM7	YNL147W	KLMA_10734
SKDZ_14G1770	YNL146W	YNL146W	NA
SKDZ_14G1780	MFA2	YNL145W	NA
SKDZ_14G1790	YNL144C	YNL144C	NA
SKDZ_14G1810	MEP2	YNL142W	KLMA_20766
SKDZ_14G1820	AAH1	YNL141W	KLMA_10747
SKDZ_14G1840	THO2	YNL139C	KLMA_10569
SKDZ_14G1850	YSF3	YNL138W-A	NA
SKDZ_14G1860	SRV2	YNL138W	KLMA_10572
SKDZ_14G1870	NAM9	YNL137C	KLMA_10573
SKDZ_14G1880	EAF7	YNL136W	KLMA_10574
SKDZ_14G1890	FPR1	YNL135C	KLMA_80052
SKDZ_14G1900	YNL134C	YNL134C	KLMA_60268
SKDZ_14G1910	FYV6	YNL133C	NA
SKDZ_14G1920	KRE33	YNL132W	KLMA_60265
SKDZ_14G1930	TOM22	YNL131W	KLMA_60264
SKDZ_14G1940	CPT1	YNL130C	NA
SKDZ_14G1950	NRK1	YNL129W	KLMA_60261
SKDZ_14G1960	TEP1	YNL128W	KLMA_60260
SKDZ_14G1970	FAR11	YNL127W	KLMA_60258
SKDZ_14G1980	SPC98	YNL126W	KLMA_60257
SKDZ_14G1990	ESBP6	YNL125C	KLMA_60256
SKDZ_14G2000	NAF1	YNL124W	KLMA_60254
SKDZ_14G2010	NMA111	YNL123W	KLMA_60250
SKDZ_14G2020	YNL122C	YNL122C	KLMA_60249
SKDZ_14G2030	TOM70	YNL121C	KLMA_60248
SKDZ_14G2040	NCS2	YNL119W	KLMA_60246
SKDZ_14G2050	DCP2	YNL118C	KLMA_60245
SKDZ_14G2060	MLS1	YNL117W	NA
SKDZ_14G2070	DMA2	YNL116W	NA
SKDZ_14G2080	YNL115C	YNL115C	KLMA_60241
SKDZ_14G2090	RPC19	YNL113W	KLMA_60236
SKDZ_14G2100	DBP2	YNL112W	KLMA_60235
SKDZ_14G2110	CYB5	YNL111C	NA
SKDZ_14G2120	NOP15	YNL110C	KLMA_60232
SKDZ_14G2130	YNL108C	YNL108C	KLMA_60230
SKDZ_14G2150	YAF9	YNL107W	KLMA_60229
SKDZ_14G2160	INP52	YNL106C	KLMA_60227
SKDZ_14G2170	LEU4	YNL104C	KLMA_60226
SKDZ_14G2190	MET4	YNL103W	KLMA_80236
SKDZ_14G2200	POL1	YNL102W	KLMA_80234
SKDZ_14G2210	AVT4	YNL101W	KLMA_80233
SKDZ_14G2230	OCA1	YNL099C	KLMA_80230
SKDZ_14G2240	RAS2	YNL098C	KLMA_80228
SKDZ_14G2260	PHO23	YNL097C	KLMA_80227
SKDZ_14G2270	RPS7B	YNL096C	NA
SKDZ_14G2280	YNL095C	YNL095C	KLMA_80217
SKDZ_14G2290	APP1	YNL094W	KLMA_80216
SKDZ_14G2300	YPT53	YNL093W	NA
SKDZ_14G2310	YNL092W	YNL092W	KLMA_80211
SKDZ_14G2320	NST1	YNL091W	KLMA_80209
SKDZ_14G2330	RHO2	YNL090W	KLMA_80208
SKDZ_14G2340	TOP2	YNL088W	KLMA_80207
SKDZ_14G2350	TCB2	YNL087W	NA
SKDZ_14G2360	SNN1	YNL086W	KLMA_80205
SKDZ_14G2370	MKT1	YNL085W	KLMA_80203
SKDZ_14G2380	END3	YNL084C	KLMA_30385
SKDZ_14G2390	SAL1	YNL083W	KLMA_30388
SKDZ_14G2400	PMS1	YNL082W	KLMA_30390
SKDZ_14G2410	SWS2	YNL081C	KLMA_30391
SKDZ_14G2420	EOS1	YNL080C	KLMA_60142
SKDZ_14G2430	TPM1	YNL079C	KLMA_60143
SKDZ_14G2440	NIS1	YNL078W	KLMA_40370
SKDZ_14G2450	APJ1	YNL077W	KLMA_40372
SKDZ_14G2460	MKS1	YNL076W	KLMA_40374
SKDZ_14G2470	IMP4	YNL075W	KLMA_40375
SKDZ_14G2480	MLF3	YNL074C	KLMA_40376
SKDZ_14G2490	MSK1	YNL073W	KLMA_60527
SKDZ_14G2500	RNH201	YNL072W	KLMA_60528
SKDZ_14G2510	LAT1	YNL071W	KLMA_60529
SKDZ_14G2520	RPL16B	YNL069C	KLMA_60532
SKDZ_14G2530	FKH2	YNL068C	NA
SKDZ_14G2550	RPL9B	YNL067W	KLMA_80096
SKDZ_14G2550	RPL9B	YNL067W	KLMA_60540
SKDZ_14G2560	SUN4	YNL066W	KLMA_60543
SKDZ_14G2570	AQR1	YNL065W	KLMA_80174
SKDZ_14G2580	YDJ1	YNL064C	KLMA_80173
SKDZ_14G2590	MTQ1	YNL063W	KLMA_80172
SKDZ_14G2600	GCD10	YNL062C	KLMA_80171
SKDZ_14G2610	NOP2	YNL061W	KLMA_80170
SKDZ_14G2620	ARP5	YNL059C	KLMA_80169
SKDZ_14G2630	YNL058C	YNL058C	KLMA_80167
SKDZ_14G2650	OCA2	YNL056W	KLMA_80166
SKDZ_14G2660	POR1	YNL055C	KLMA_80163
SKDZ_14G2670	VAC7	YNL054W	KLMA_80162
SKDZ_14G2680	MSG5	YNL053W	KLMA_80161
SKDZ_14G2690	COX5A	YNL052W	KLMA_80159
SKDZ_14G2700	COG5	YNL051W	KLMA_80157
SKDZ_14G2710	YNL050C	YNL050C	KLMA_80156
SKDZ_14G2720	SFB2	YNL049C	NA
SKDZ_14G2730	ALG11	YNL048W	KLMA_80151
SKDZ_14G2740	SLM2	YNL047C	NA
SKDZ_14G2750	YNL046W	YNL046W	NA
SKDZ_14G2760	LAP2	YNL045W	KLMA_80149
SKDZ_14G2770	YIP3	YNL044W	KLMA_80148
SKDZ_14G2790	BOP3	YNL042W	KLMA_80147
SKDZ_14G2800	COG6	YNL041C	KLMA_80144
SKDZ_14G2810	NCE103	YNL036W	KLMA_80142
SKDZ_14G2820	IDH1	YNL037C	KLMA_80139
SKDZ_14G2830	GPI15	YNL038W	KLMA_80136
SKDZ_14G2840	BDP1	YNL039W	KLMA_80135
SKDZ_14G2850	YNL040W	YNL040W	KLMA_10627
SKDZ_14G2860	YNL035C	YNL035C	KLMA_80134
SKDZ_14G2890	SIW14	YNL032W	KLMA_80121
SKDZ_14G2900	HHT2	YNL031C	NA
SKDZ_14G2910	HHF2	YNL030W	KLMA_80118
SKDZ_14G2920	KTR5	YNL029C	NA
SKDZ_14G2930	CRZ1	YNL027W	KLMA_80115
SKDZ_14G2940	SAM50	YNL026W	KLMA_80114
SKDZ_14G2950	SSN8	YNL025C	KLMA_80124
SKDZ_14G2960	KSH1	YNL024C-A	NA
SKDZ_14G2970	YNL024C	YNL024C	KLMA_80128
SKDZ_14G2980	FAP1	YNL023C	KLMA_80129
SKDZ_14G3000	HDA1	YNL021W	KLMA_80132
SKDZ_14G3010	ARK1	YNL020C	NA
SKDZ_14G3020	YNL019C	YNL019C	NA
SKDZ_14G3030	YNL018C	YNL018C	NA
SKDZ_14G3040	PUB1	YNL016W	KLMA_80112
SKDZ_14G3050	PBI2	YNL015W	KLMA_80108
SKDZ_14G3060	HEF3	YNL014W	NA
SKDZ_14G3070	SPO1	YNL012W	KLMA_30152
SKDZ_14G3080	YNL011C	YNL011C	NA
SKDZ_14G3090	YNL010W	YNL010W	KLMA_30150
SKDZ_14G3100	IDP3	YNL009W	NA
SKDZ_14G3110	ASI3	YNL008C	NA
SKDZ_14G3120	SIS1	YNL007C	KLMA_20479
SKDZ_14G3130	LST8	YNL006W	KLMA_20480
SKDZ_14G3140	MRP7	YNL005C	KLMA_30147
SKDZ_14G3150	HRB1	YNL004W	KLMA_20488
SKDZ_14G3160	PET8	YNL003C	KLMA_20485
SKDZ_14G3170	RLP7	YNL002C	KLMA_20482
SKDZ_14G3180	DOM34	YNL001W	KLMA_10442
SKDZ_14G3190	CIT1	YNR001C	KLMA_20105
SKDZ_14G3200	ATO2	YNR002C	NA
SKDZ_14G3210	RPC34	YNR003C	KLMA_20470
SKDZ_14G3230	SWM2	YNR004W	NA
SKDZ_14G3250	VPS27	YNR006W	KLMA_20419
SKDZ_14G3260	ATG3	YNR007C	KLMA_60454
SKDZ_14G3270	LRO1	YNR008W	KLMA_60455
SKDZ_14G3280	NRM1	YNR009W	NA
SKDZ_14G3290	CSE2	YNR010W	KLMA_60458
SKDZ_14G3300	PRP2	YNR011C	KLMA_60463
SKDZ_14G3310	URK1	YNR012W	KLMA_60464
SKDZ_14G3320	PHO91	YNR013C	KLMA_60465
SKDZ_14G3330	YNR014W	YNR014W	NA
SKDZ_14G3340	SMM1	YNR015W	KLMA_60468
SKDZ_14G3350	ACC1	YNR016C	KLMA_60469
SKDZ_14G3360	TIM23	YNR017W	KLMA_60470
SKDZ_14G3370	RCF2	YNR018W	KLMA_60472
SKDZ_14G3380	ARE2	YNR019W	KLMA_30485
SKDZ_14G3390	ATP23	YNR020C	KLMA_30486
SKDZ_14G3400	YNR021W	YNR021W	KLMA_30488
SKDZ_14G3410	MRPL50	YNR022C	KLMA_30489
SKDZ_14G3420	SNF12	YNR023W	KLMA_30490
SKDZ_14G3430	MPP6	YNR024W	NA
SKDZ_14G3450	SEC12	YNR026C	KLMA_30502
SKDZ_14G3460	BUD17	YNR027W	KLMA_30504
SKDZ_14G3470	CPR8	YNR028W	KLMA_70201
SKDZ_14G3480	YNR029C	YNR029C	KLMA_70200
SKDZ_14G3490	ALG12	YNR030W	KLMA_70199
SKDZ_14G3500	SSK2	YNR031C	KLMA_70196
SKDZ_14G3510	PPG1	YNR032W	KLMA_70195
SKDZ_14G3520	HUB1	YNR032C-A	KLMA_70194
SKDZ_14G3530	ABZ1	YNR033W	KLMA_70193
SKDZ_14G3540	SOL1	YNR034W	KLMA_70192
SKDZ_14G3560	ARC35	YNR035C	KLMA_20394
SKDZ_14G3570	MRPS12	YNR036C	KLMA_20395
SKDZ_14G3580	RSM19	YNR037C	KLMA_20397
SKDZ_14G3590	DBP6	YNR038W	KLMA_20398
SKDZ_14G3600	ZRG17	YNR039C	KLMA_20400
SKDZ_14G3610	YNR040W	YNR040W	NA
SKDZ_14G3620	COQ2	YNR041C	KLMA_20244
SKDZ_14G3640	MVD1	YNR043W	KLMA_20246
SKDZ_14G3650	AGA1	YNR044W	NA
SKDZ_14G3660	PET494	YNR045W	KLMA_20640
SKDZ_14G3670	TRM112	YNR046W	KLMA_40025
SKDZ_14G3680	FPK1	YNR047W	KLMA_40024
SKDZ_14G3690	YNR048W	YNR048W	NA
SKDZ_14G3700	MSO1	YNR049C	KLMA_40017
SKDZ_14G3710	LYS9	YNR050C	KLMA_40016
SKDZ_14G3720	BRE5	YNR051C	KLMA_40014
SKDZ_14G3730	POP2	YNR052C	KLMA_40013
SKDZ_14G3740	NOG2	YNR053C	KLMA_40012
SKDZ_14G3750	ESF2	YNR054C	KLMA_40011
SKDZ_14G3770	HOL1	YNR055C	KLMA_80071
SKDZ_14G3780	BIO5	YNR056C	KLMA_10005
SKDZ_14G3780	BIO5	YNR056C	KLMA_20833
SKDZ_14G3780	BIO5	YNR056C	KLMA_50637
SKDZ_14G3790	BIO4	YNR057C	KLMA_10006
SKDZ_14G3790	BIO4	YNR057C	KLMA_20832
SKDZ_14G3790	BIO4	YNR057C	KLMA_50636
SKDZ_14G3810	MNT4	YNR059W	NA
SKDZ_14G3820	FRE4	YNR060W	NA
SKDZ_14G3830	YNR061C	YNR061C	NA
SKDZ_14G3840	YNR062C	YNR062C	KLMA_70005
SKDZ_14G3850	YNR063W	YNR063W	KLMA_70006
SKDZ_14G3860	YNR064C	YNR064C	NA
SKDZ_14G3870	YNR065C	YNR065C	KLMA_20040
SKDZ_14G3880	DSE4	YNR067C	KLMA_20184
SKDZ_14G3890	BSC5	YNR069C	NA
SKDZ_14G3900	PDR18	YNR070W	NA
SKDZ_14G3910	YNR071C	YNR071C	NA
SKDZ_14G3940	SOR1	YJR159W	KLMA_70044
SKDZ_15G0030	SGE1	YPR198W	NA
SKDZ_15G0040	IMA2	YOL157C	NA
SKDZ_15G0050	HXT11	YOL156W	NA
SKDZ_15G0060	HPF1	YOL155C	NA
SKDZ_15G0070	ZPS1	YOL154W	NA
SKDZ_15G0080	YOL153C	YOL153C	NA
SKDZ_15G0090	GRE2	YOL151W	KLMA_60425
SKDZ_15G0100	DCP1	YOL149W	KLMA_20636
SKDZ_15G0110	SPT20	YOL148C	KLMA_20635
SKDZ_15G0120	PEX11	YOL147C	KLMA_20634
SKDZ_15G0130	PSF3	YOL146W	KLMA_20632
SKDZ_15G0140	CTR9	YOL145C	KLMA_20631
SKDZ_15G0150	NOP8	YOL144W	KLMA_20630
SKDZ_15G0160	RIB4	YOL143C	KLMA_20629
SKDZ_15G0170	RRP40	YOL142W	KLMA_20623
SKDZ_15G0180	PPM2	YOL141W	NA
SKDZ_15G0190	ARG8	YOL140W	KLMA_80395
SKDZ_15G0200	CDC33	YOL139C	KLMA_80392
SKDZ_15G0210	RTC1	YOL138C	KLMA_80390
SKDZ_15G0220	BSC6	YOL137W	NA
SKDZ_15G0230	PFK27	YOL136C	KLMA_70159
SKDZ_15G0240	MED7	YOL135C	KLMA_70160
SKDZ_15G0250	HRT1	YOL133W	KLMA_70161
SKDZ_15G0260	GAS4	YOL132W	KLMA_40399
SKDZ_15G0270	YOL131W	YOL131W	NA
SKDZ_15G0280	ALR1	YOL130W	KLMA_70166
SKDZ_15G0290	VPS68	YOL129W	KLMA_40396
SKDZ_15G0300	YGK3	YOL128C	NA
SKDZ_15G0310	RPL25	YOL127W	KLMA_40393
SKDZ_15G0320	MDH2	YOL126C	KLMA_40391
SKDZ_15G0330	TRM13	YOL125W	KLMA_40390
SKDZ_15G0340	TRM11	YOL124C	KLMA_80247
SKDZ_15G0350	HRP1	YOL123W	KLMA_80246
SKDZ_15G0360	SMF1	YOL122C	KLMA_30583
SKDZ_15G0370	RPS19A	YOL121C	NA
SKDZ_15G0380	RPL18A	YOL120C	NA
SKDZ_15G0390	MCH4	YOL119C	NA
SKDZ_15G0400	RRI2	YOL117W	NA
SKDZ_15G0410	MSN1	YOL116W	NA
SKDZ_15G0420	PAP2	YOL115W	NA
SKDZ_15G0430	YOL114C	YOL114C	NA
SKDZ_15G0440	SKM1	YOL113W	NA
SKDZ_15G0450	MSB4	YOL112W	KLMA_10399
SKDZ_15G0460	MDY2	YOL111C	KLMA_10400
SKDZ_15G0470	SHR5	YOL110W	KLMA_10401
SKDZ_15G0480	ZEO1	YOL109W	NA
SKDZ_15G0490	YOL107W	YOL107W	KLMA_80282
SKDZ_15G0500	INO4	YOL108C	KLMA_60270
