accession	kmORF	orth_num	ORF	gene	species
W0T873	KLMA_20800	orth1	YPL131W	RPL5	Kmarx
W0T875	KLMA_20558	orth1	YDR471W	RPL27B	Kmarx
W0T875	KLMA_20558	orth2	YHR010W	RPL27A	Kmarx
W0T877	KLMA_20805	orth1	YPL129W	TAF14	Kmarx
W0T878	KLMA_30335	orth1	YPL252C	YAH1	Kmarx
W0T881	KLMA_30340	orth1	YDR320C	SWA2	Kmarx
W0T882	KLMA_20810	orth1	YPL126W	NAN1	Kmarx
W0T885	KLMA_30345	NA	NA	NA	Kmarx
W0T886	KLMA_30512	orth1	YDR245W	MNN10	Kmarx
W0T888	KLMA_20573	orth1	YOR138C	RUP1	Kmarx
W0T889	KLMA_30517	orth1	YDR240C	SNU56	Kmarx
W0T890	KLMA_30350	orth1	YBR155W	CNS1	Kmarx
W0T891	KLMA_20578	NA	NA	NA	Kmarx
W0T892	KLMA_20820	NA	NA	NA	Kmarx
W0T893	KLMA_30355	orth1	YBR158W	AMN1	Kmarx
W0T896	KLMA_20825	orth1	YJL094C	KHA1	Kmarx
W0T898	KLMA_30360	orth1	YBR162C	TOS1	Kmarx
W0T8A0	KLMA_20588	NA	NA	NA	Kmarx
W0T8A1	KLMA_10677	orth1	YLR303W	MET17	Kmarx
W0T8A2	KLMA_30365	orth1	YPR127W	NA	Kmarx
W0T8A4	KLMA_20593	orth1	YDR381C-A	NA	Kmarx
W0T8A6	KLMA_30542	orth1	YDR309C	GIC2	Kmarx
W0T8B0	KLMA_30547	orth1	YDR311W	TFB1	Kmarx
W0T8B1	KLMA_20830	NA	NA	NA	Kmarx
W0T8B3	KLMA_10687	orth1	YDR350C	ATP22	Kmarx
W0T8B5	KLMA_30375	orth1	YDR079W	PET100	Kmarx
W0T8C1	KLMA_10697	NA	NA	NA	Kmarx
W0T8C2	KLMA_20613	orth1	YOR123C	LEO1	Kmarx
W0T8C5	KLMA_20835	NA	NA	NA	Kmarx
W0T8C6	KLMA_10702	orth1	YDL081C	RPP1A	Kmarx
W0T8C7	KLMA_30572	orth1	YJL106W	IME2	Kmarx
W0T8C8	KLMA_20618	NA	NA	NA	Kmarx
W0T8C9	KLMA_10707	orth1	YEL036C	ANP1	Kmarx
W0T8D0	KLMA_30577	orth1	YBR149W	ARA1	Kmarx
W0T8D4	KLMA_10712	orth1	YJR045C	SSC1	Kmarx
W0T8D6	KLMA_30395	NA	NA	NA	Kmarx
W0T8E1	KLMA_20633	NA	NA	NA	Kmarx
W0T8E3	KLMA_10722	orth1	YJR036C	HUL4	Kmarx
W0T8E5	KLMA_10727	orth1	YJR033C	RAV1	Kmarx
W0T8E6	KLMA_20638	NA	NA	NA	Kmarx
W0T8E7	KLMA_30013	NA	NA	NA	Kmarx
W0T8E8	KLMA_30597	NA	NA	NA	Kmarx
W0T8E9	KLMA_30405	orth1	YJL035C	TAD2	Kmarx
W0T8F2	KLMA_20643	orth1	YDL103C	QRI1	Kmarx
W0T8F3	KLMA_30410	orth1	YDR285W	ZIP1	Kmarx
W0T8F4	KLMA_30018	NA	NA	NA	Kmarx
W0T8F5	KLMA_10737	NA	NA	NA	Kmarx
W0T8F7	KLMA_20648	orth1	YMR160W	NA	Kmarx
W0T8F8	KLMA_10742	orth1	YPL061W	ALD6	Kmarx
W0T8F9	KLMA_30415	orth1	YDR289C	RTT103	Kmarx
W0T8G1	KLMA_30023	NA	NA	NA	Kmarx
W0T8G2	KLMA_20653	orth1	YMR157C	AIM36	Kmarx
W0T8G4	KLMA_30617	orth1	YER145C	FTR1	Kmarx
W0T8G6	KLMA_30028	NA	NA	NA	Kmarx
W0T8G7	KLMA_10752	orth1	YPL069C	BTS1	Kmarx
W0T8G8	KLMA_20658	orth1	YMR155W	NA	Kmarx
W0T8G9	KLMA_30622	orth1	YKR006C	MRPL13	Kmarx
W0T8H0	KLMA_30033	orth1	YKL210W	UBA1	Kmarx
W0T8H1	KLMA_30425	orth1	YHR036W	BRL1	Kmarx
W0T8H2	KLMA_10757	orth1	YPL074W	YTA6	Kmarx
W0T8H3	KLMA_30627	orth1	YGR054W	NA	Kmarx
W0T8H5	KLMA_20663	orth1	YML094W	GIM5	Kmarx
W0T8H6	KLMA_30430	orth1	YDR297W	SUR2	Kmarx
W0T8H7	KLMA_10762	orth1	YPL076W	GPI2	Kmarx
W0T8H9	KLMA_30632	NA	NA	NA	Kmarx
W0T8I0	KLMA_20668	orth1	YML098W	TAF13	Kmarx
W0T8I1	KLMA_30435	orth1	YDR300C	PRO1	Kmarx
W0T8I3	KLMA_30048	orth1	YJR065C	ARP3	Kmarx
W0T8I4	KLMA_30637	NA	NA	NA	Kmarx
W0T8I5	KLMA_20673	orth1	YMR169C	ALD3	Kmarx
W0T8I5	KLMA_20673	orth2	YMR170C	ALD2	Kmarx
W0T8I8	KLMA_30053	orth1	YMR078C	CTF18	Kmarx
W0T8I9	KLMA_30642	NA	NA	NA	Kmarx
W0T8J0	KLMA_20678	orth1	YMR166C	MME1	Kmarx
W0T8J1	KLMA_30445	NA	NA	NA	Kmarx
W0T8J3	KLMA_10777	orth1	YPL084W	BRO1	Kmarx
W0T8J4	KLMA_30647	orth1	YOR158W	PET123	Kmarx
W0T8J6	KLMA_10782	orth1	YBR183W	YPC1	Kmarx
W0T8J6	KLMA_10782	orth2	YPL087W	YDC1	Kmarx
W0T8J7	KLMA_30450	orth1	YPL165C	SET6	Kmarx
W0T8J8	KLMA_30063	orth1	YHL003C	LAG1	Kmarx
W0T8K1	KLMA_30068	orth1	YKL003C	MRP17	Kmarx
W0T8K3	KLMA_30455	orth1	YOR253W	NAT5	Kmarx
W0T8K4	KLMA_30657	orth1	YDR414C	ERD1	Kmarx
W0T8K7	KLMA_30073	orth1	YGR055W	MUP1	Kmarx
W0T8K8	KLMA_30662	orth1	YEL052W	AFG1	Kmarx
W0T8K9	KLMA_30460	NA	NA	NA	Kmarx
W0T8L1	KLMA_30078	orth1	YLR361C	DCR2	Kmarx
W0T8L4	KLMA_30465	orth1	YOR258W	HNT3	Kmarx
W0T8L7	KLMA_30672	NA	NA	NA	Kmarx
W0T8L9	KLMA_30088	orth1	YIL009W	FAA3	Kmarx
W0T8L9	KLMA_30088	orth2	YMR246W	FAA4	Kmarx
W0T8L9	KLMA_30088	orth3	YOR317W	FAA1	Kmarx
W0T8M0	KLMA_10807	orth1	YPL104W	MSD1	Kmarx
W0T8M1	KLMA_30470	orth1	YOR262W	GPN2	Kmarx
W0T8M2	KLMA_30677	orth1	YER036C	ARB1	Kmarx
W0T8M5	KLMA_30093	orth1	YKL120W	OAC1	Kmarx
W0T8M6	KLMA_30682	orth1	YER040W	GLN3	Kmarx
W0T8M7	KLMA_30475	orth1	YKR011C	NA	Kmarx
W0T8M8	KLMA_10817	orth1	YPL108W	NA	Kmarx
W0T8N0	KLMA_30098	orth1	YKL126W	YPK1	Kmarx
W0T8N3	KLMA_10822	orth1	YPL109C	NA	Kmarx
W0T8N6	KLMA_30692	orth1	YGL231C	EMC4	Kmarx
W0T8N8	KLMA_10827	orth1	YJL163C	NA	Kmarx
W0T8N9	KLMA_30108	orth1	YKL130C	SHE2	Kmarx
W0T8P0	KLMA_20723	NA	NA	NA	Kmarx
W0T8P3	KLMA_30113	orth1	YMR115W	MGR3	Kmarx
W0T8P4	KLMA_30490	orth1	YNR023W	SNF12	Kmarx
W0T8P5	KLMA_30702	NA	NA	NA	Kmarx
W0T8P6	KLMA_20728	NA	NA	NA	Kmarx
W0T8P7	KLMA_20001 KLMA_70464	NA	NA	NA	Kmarx
W0T8P8	KLMA_30707	orth1	YFR048W	RMD8	Kmarx
W0T8Q0	KLMA_20733	orth1	YDL216C	RRI1	Kmarx
W0T8Q1	KLMA_20006	NA	NA	NA	Kmarx
W0T8Q4	KLMA_20738	orth1	YDL213C	NOP6	Kmarx
W0T8Q5	KLMA_30717	orth1	YIL151C	ESL1	Kmarx
W0T8Q6	KLMA_20011	orth1	YGL257C	MNT2	Kmarx
W0T8Q8	KLMA_30495	orth1	YCR059C	YIH1	Kmarx
W0T8Q9	KLMA_20016	orth1	YPR045C	THP3	Kmarx
W0T8R2	KLMA_30133	orth1	YDR065W	RRG1	Kmarx
W0T8R3	KLMA_20021	orth1	YER148W	SPT15	Kmarx
W0T8R7	KLMA_20026	orth1	YDR071C	PAA1	Kmarx
W0T8R8	KLMA_20753	orth1	YNL168C	FMP41	Kmarx
W0T8R9	KLMA_30143	orth1	YGL198W	YIP4	Kmarx
W0T8S0	KLMA_40003	NA	NA	NA	Kmarx
W0T8S3	KLMA_40008	NA	NA	NA	Kmarx
W0T8S4	KLMA_20758	orth1	YHR143W	DSE2	Kmarx
W0T8S5	KLMA_20036	orth1	YBL021C	HAP3	Kmarx
W0T8T1	KLMA_40018	orth1	YKL215C	OXP1	Kmarx
W0T8T5	KLMA_40023	orth1	YCR092C	MSH3	Kmarx
W0T8T7	KLMA_20773	orth1	YFL013C	IES1	Kmarx
W0T8T9	KLMA_30168	orth1	YJL088W	ARG3	Kmarx
W0T8U0	KLMA_40028	orth1	YAL003W	EFB1	Kmarx
W0T8U3	KLMA_30173	orth1	YER162C	RAD4	Kmarx
W0T8U5	KLMA_20056	orth1	YGR147C	NAT2	Kmarx
W0T8U7	KLMA_30178	NA	NA	NA	Kmarx
W0T8U8	KLMA_20783	orth1	YOR234C	RPL33B	Kmarx
W0T8U8	KLMA_20783	orth2	YPL143W	RPL33A	Kmarx
W0T8U9	KLMA_20061	orth1	YML103C	NUP188	Kmarx
W0T8V0	KLMA_40038	orth1	YGR004W	PEX31	Kmarx
W0T8V1	KLMA_30183	orth1	YOL067C	RTG1	Kmarx
W0T8V5	KLMA_20788	orth1	YPL138C	SPP1	Kmarx
W0T8V6	KLMA_30188	orth1	YDL003W	MCD1	Kmarx
W0T8V7	KLMA_30520	orth1	YDR237W	MRPL7	Kmarx
W0T8V8	KLMA_20071	NA	NA	NA	Kmarx
W0T8W0	KLMA_20793	NA	NA	NA	Kmarx
W0T8W1	KLMA_30193	orth1	YGR169C-A	LSO2	Kmarx
W0T8W2	KLMA_30525	orth1	YDR235W	PRP42	Kmarx
W0T8W3	KLMA_20076	NA	NA	NA	Kmarx
W0T8W4	KLMA_40053	orth1	YDL080C	THI3	Kmarx
W0T8W6	KLMA_20798	orth1	YPL132W	COX11	Kmarx
W0T8W9	KLMA_40058	NA	NA	NA	Kmarx
W0T8X0	KLMA_30535	orth1	YDR462W	MRPL28	Kmarx
W0T8X1	KLMA_30203	orth1	YGR177C	ATF2	Kmarx
W0T8X1	KLMA_30203	orth2	YOR377W	ATF1	Kmarx
W0T8X2	KLMA_20803	orth1	YOR216C	RUD3	Kmarx
W0T8X4	KLMA_40063	orth1	YMR132C	JLP2	Kmarx
W0T8X6	KLMA_30208	orth1	YGR183C	QCR9	Kmarx
W0T8X7	KLMA_20808	orth1	YOR211C	MGM1	Kmarx
W0T8X8	KLMA_40068	NA	NA	NA	Kmarx
W0T8X9	KLMA_30545	orth1	YHR063C	PAN5	Kmarx
W0T8Y2	KLMA_20813	orth1	YOR208W	PTP2	Kmarx
W0T8Y3	KLMA_30550	orth1	YDR313C	PIB1	Kmarx
W0T8Y5	KLMA_30218	orth1	YLR023C	IZH3	Kmarx
W0T8Y6	KLMA_20096	orth1	YJL042W	MHP1	Kmarx
W0T8Y7	KLMA_30555	NA	NA	NA	Kmarx
W0T8Y8	KLMA_20818	orth1	YJL072C	PSF2	Kmarx
W0T8Y9	KLMA_40078	orth1	YMR123W	PKR1	Kmarx
W0T8Z0	KLMA_30223	orth1	YLL010C	PSR1	Kmarx
W0T8Z3	KLMA_20823	orth1	YBR287W	NA	Kmarx
W0T8Z4	KLMA_30228	orth1	YJL004C	SYS1	Kmarx
W0T8Z5	KLMA_40083	orth1	YLR027C	AAT2	Kmarx
W0T8Z6	KLMA_20106	orth1	YCR004C	YCP4	Kmarx
W0T8Z9	KLMA_40088	NA	NA	NA	Kmarx
W0T901	KLMA_30570	orth1	YKR029C	SET3	Kmarx
W0T904	KLMA_30575	orth1	YBR151W	APD1	Kmarx
W0T905	KLMA_20116	orth1	YJL003W	COX16	Kmarx
W0T907	KLMA_30580	NA	NA	NA	Kmarx
W0T908	KLMA_40098	orth1	YLL027W	ISA1	Kmarx
W0T909	KLMA_20121	orth1	YLR226W	BUR2	Kmarx
W0T911	KLMA_30585	orth1	YOR358W	HAP5	Kmarx
W0T914	KLMA_20126	orth1	YLR222C	UTP13	Kmarx
W0T916	KLMA_30590	orth1	YAL044W-A	NA	Kmarx
W0T917	KLMA_20131	NA	NA	NA	Kmarx
W0T918	KLMA_40108	orth1	YBR057C	MUM2	Kmarx
W0T920	KLMA_30258	orth1	YOR058C	ASE1	Kmarx
W0T924	KLMA_30263	orth1	YOR062C	NA	Kmarx
W0T925	KLMA_20141	orth1	YKR023W	NA	Kmarx
W0T926	KLMA_30605	orth1	YDL202W	MRPL11	Kmarx
W0T927	KLMA_40118	orth1	YBR065C	ECM2	Kmarx
W0T928	KLMA_20833	orth1	YNR056C	BIO5	Kmarx
W0T929	KLMA_30268	orth1	YOR066W	MSA1	Kmarx
W0T934	KLMA_20151	orth1	YMR088C	VBA1	Kmarx
W0T936	KLMA_30273	orth1	YEL048C	TCA17	Kmarx
W0T938	KLMA_20156	orth1	YKL103C	APE1	Kmarx
W0T939	KLMA_40128	orth1	YBR072W	HSP26	Kmarx
W0T940	KLMA_30278	orth1	YEL044W	IES6	Kmarx
W0T941	KLMA_30620	orth1	YKR008W	RSC4	Kmarx
W0T943	KLMA_20161	orth1	YDL198C	GGC1	Kmarx
W0T944	KLMA_40133	orth1	YDR109C	NA	Kmarx
W0T945	KLMA_30625	orth1	YKR004C	ECM9	Kmarx
W0T947	KLMA_30016	NA	NA	NA	Kmarx
W0T948	KLMA_30630	orth1	YLR356W	ATG33	Kmarx
W0T949	KLMA_20166	NA	NA	NA	Kmarx
W0T950	KLMA_30288	orth1	YER173W	RAD24	Kmarx
W0T951	KLMA_40138	NA	NA	NA	Kmarx
W0T952	KLMA_30635	NA	NA	NA	Kmarx
W0T953	KLMA_20171	orth1	YDR103W	STE5	Kmarx
W0T954	KLMA_10143 KLMA_30021	NA	NA	NA	Kmarx
W0T956	KLMA_40143	orth1	YDR115W	NA	Kmarx
W0T957	KLMA_30640	NA	NA	NA	Kmarx
W0T958	KLMA_30298	orth1	YDR092W	UBC13	Kmarx
W0T959	KLMA_30026	orth1	YKL214C	YRA2	Kmarx
W0T960	KLMA_20176	orth1	YDR106W	ARP10	Kmarx
W0T961	KLMA_30645	orth1	YOR160W	MTR10	Kmarx
W0T962	KLMA_30031	orth1	YJR075W	HOC1	Kmarx
W0T963	KLMA_40148	orth1	YPL088W	NA	Kmarx
W0T966	KLMA_30650	orth1	YDR408C	ADE8	Kmarx
W0T967	KLMA_40153	NA	NA	NA	Kmarx
W0T968	KLMA_30036	NA	NA	NA	Kmarx
W0T969	KLMA_20186	NA	NA	NA	Kmarx
W0T970	KLMA_30308	orth1	YLR312W-A	MRPL15	Kmarx
W0T973	KLMA_20191	orth1	YDR138W	HPR1	Kmarx
W0T975	KLMA_40158	orth1	YLR098C	CHA4	Kmarx
W0T976	KLMA_30660	orth1	YEL051W	VMA8	Kmarx
W0T979	KLMA_30318	orth1	YLR307W	CDA1	Kmarx
W0T979	KLMA_30318	orth2	YLR308W	CDA2	Kmarx
W0T980	KLMA_40163	orth1	YLR100W	ERG27	Kmarx
W0T981	KLMA_30665	NA	NA	NA	Kmarx
W0T982	KLMA_30051	orth1	YJR062C	NTA1	Kmarx
W0T984	KLMA_30323	orth1	YER130C	COM2	Kmarx
W0T985	KLMA_30670	orth1	YML007W	YAP1	Kmarx
W0T987	KLMA_30056	orth1	YKL090W	CUE2	Kmarx
W0T990	KLMA_30675	orth1	YGL215W	CLG1	Kmarx
W0T991	KLMA_30061	NA	NA	NA	Kmarx
W0T992	KLMA_40173	orth1	YLR109W	AHP1	Kmarx
W0T993	KLMA_30333	orth1	YPL254W	HFI1	Kmarx
W0T994	KLMA_20211	orth1	YDR488C	PAC11	Kmarx
W0T995	KLMA_30680	orth1	YER038C	KRE29	Kmarx
W0T996	KLMA_30066	orth1	YHL001W	RPL14B	Kmarx
W0T996	KLMA_30066	orth2	YKL006W	RPL14A	Kmarx
W0T998	KLMA_30338	NA	NA	NA	Kmarx
W0T999	KLMA_20216	orth1	YIL156W-B	NA	Kmarx
W0T9A0	KLMA_30685	orth1	YGL226W	MTC3	Kmarx
W0T9A1	KLMA_30071	orth1	YKR001C	VPS1	Kmarx
W0T9A2	KLMA_30690	orth1	YFR041C	ERJ5	Kmarx
W0T9A3	KLMA_30343	orth1	YDR318W	MCM21	Kmarx
W0T9A5	KLMA_20221	NA	NA	NA	Kmarx
W0T9A6	KLMA_30076	orth1	YGR057C	LST7	Kmarx
W0T9A9	KLMA_40188	orth1	YOR166C	SWT1	Kmarx
W0T9B1	KLMA_20226	orth1	YGL114W	NA	Kmarx
W0T9B2	KLMA_40193	orth1	YLR262C	YPT6	Kmarx
W0T9B3	KLMA_30086	NA	NA	NA	Kmarx
W0T9B4	KLMA_30700	orth1	YGL238W	CSE1	Kmarx
W0T9B5	KLMA_30353	orth1	YBR157C	ICS2	Kmarx
W0T9B7	KLMA_30091	orth1	YKL119C	VPH2	Kmarx
W0T9B8	KLMA_30705	orth1	YGL243W	TAD1	Kmarx
W0T9C0	KLMA_30358	orth1	YBR160W	CDC28	Kmarx
W0T9C2	KLMA_30710	orth1	YIL146C	ATG32	Kmarx
W0T9C3	KLMA_30096	orth1	YKL124W	SSH4	Kmarx
W0T9C5	KLMA_30715	NA	NA	NA	Kmarx
W0T9C6	KLMA_30363	orth1	YPL058C	PDR12	Kmarx
W0T9C7	KLMA_30101	orth1	YMR107W	SPG4	Kmarx
W0T9C8	KLMA_20241	orth1	YBR239C	ERT1	Kmarx
W0T9D2	KLMA_30368	orth1	YFR016C	NA	Kmarx
W0T9D5	KLMA_40213	orth1	YNL194C	NA	Kmarx
W0T9D8	KLMA_20251	orth1	YCR090C	NA	Kmarx
W0T9D9	KLMA_40001	orth1	YCL019W	NA	Kmarx
W0T9D9	KLMA_40001	orth1	YAR009C	NA	Kmarx
W0T9D9	KLMA_40001	orth2	YBL005W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth3	YBL100W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth4	YBR012W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth5	YDR034C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth6	YDR098C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth7	YDR210C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth8	YDR210W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth9	YDR261C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth10	YDR261W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth11	YDR316W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth12	YDR365W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth13	YER138C	NA	Kmarx
W0T9D9	KLMA_40001	orth14	YER160C	NA	Kmarx
W0T9D9	KLMA_40001	orth15	YFL002W-A	NA	Kmarx
W0T9D9	KLMA_40001	orth16	YGR027W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth17	YGR038C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth18	YGR161C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth19	YGR161W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth20	YHR214C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth21	YJR027W	NA	Kmarx
W0T9D9	KLMA_40001	orth22	YJR029W	NA	Kmarx
W0T9D9	KLMA_40001	orth23	YLR035C-A	NA	Kmarx
W0T9D9	KLMA_40001	orth24	YLR157C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth25	YLR227W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth26	YLR410W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth27	YML039W	NA	Kmarx
W0T9D9	KLMA_40001	orth28	YML045W	NA	Kmarx
W0T9D9	KLMA_40001	orth29	YMR045C	NA	Kmarx
W0T9D9	KLMA_40001	orth30	YMR050C	NA	Kmarx
W0T9D9	KLMA_40001	orth31	YNL284C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth32	YOL103W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth33	YOR142W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth34	YOR192C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth35	YOR343W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth36	YPL257W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth37	YPR137C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth38	YPR158C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth39	YPR158W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth1	YAR009C	NA	Kmarx
W0T9D9	KLMA_40001	orth2	YBL005W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth3	YBL100W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth4	YBR012W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth5	YDR034C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth6	YDR098C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth7	YDR210C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth8	YDR210W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth9	YDR261C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth10	YDR261W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth11	YDR316W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth12	YDR365W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth13	YER138C	NA	Kmarx
W0T9D9	KLMA_40001	orth14	YER160C	NA	Kmarx
W0T9D9	KLMA_40001	orth15	YFL002W-A	NA	Kmarx
W0T9D9	KLMA_40001	orth16	YGR027W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth17	YGR038C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth18	YGR161C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth19	YGR161W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth20	YHR214C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth21	YJR027W	NA	Kmarx
W0T9D9	KLMA_40001	orth22	YJR029W	NA	Kmarx
W0T9D9	KLMA_40001	orth23	YLR035C-A	NA	Kmarx
W0T9D9	KLMA_40001	orth24	YLR157C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth25	YLR227W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth26	YLR410W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth27	YML039W	NA	Kmarx
W0T9D9	KLMA_40001	orth28	YML045W	NA	Kmarx
W0T9D9	KLMA_40001	orth29	YMR045C	NA	Kmarx
W0T9D9	KLMA_40001	orth30	YMR050C	NA	Kmarx
W0T9D9	KLMA_40001	orth31	YNL284C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth32	YOL103W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth33	YOR142W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth34	YOR192C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth35	YOR343W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth36	YPL257W-B	NA	Kmarx
W0T9D9	KLMA_40001	orth37	YPR137C-B	NA	Kmarx
W0T9D9	KLMA_40001	orth38	YPR158C-D	NA	Kmarx
W0T9D9	KLMA_40001	orth39	YPR158W-B	NA	Kmarx
W0T9E1	KLMA_30116	orth1	YMR116C	ASC1	Kmarx
W0T9E4	KLMA_40006	NA	NA	NA	Kmarx
W0T9E5	KLMA_40223	orth1	YOL087C	DUF1	Kmarx
W0T9E6	KLMA_20261	NA	NA	NA	Kmarx
W0T9E7	KLMA_30121	NA	NA	NA	Kmarx
W0T9E8	KLMA_30383	orth1	YGL045W	RIM8	Kmarx
W0T9F1	KLMA_20266	NA	NA	NA	Kmarx
W0T9F4	KLMA_40016	orth1	YNR050C	LYS9	Kmarx
W0T9F5	KLMA_40233	orth1	YKR035W-A	DID2	Kmarx
W0T9F6	KLMA_20271	NA	NA	NA	Kmarx
W0T9F7	KLMA_40021	orth1	YCR094W	CDC50	Kmarx
W0T9G0	KLMA_40238	NA	NA	NA	Kmarx
W0T9G1	KLMA_40026	orth1	YGL001C	ERG26	Kmarx
W0T9G2	KLMA_20276	orth1	YGL125W	MET13	Kmarx
W0T9G4	KLMA_30398	NA	NA	NA	Kmarx
W0T9G5	KLMA_40243	orth1	YHR088W	RPF1	Kmarx
W0T9G6	KLMA_30141	orth1	YGL200C	EMP24	Kmarx
W0T9H1	KLMA_30146	orth1	YCL010C	SGF29	Kmarx
W0T9H2	KLMA_40036	orth1	YGR003W	CUL3	Kmarx
W0T9H4	KLMA_30408	orth1	YLR014C	PPR1	Kmarx
W0T9H6	KLMA_30151	orth1	YLR250W	SSP120	Kmarx
W0T9H9	KLMA_30156	orth1	YJL099W	CHS6	Kmarx
W0T9H9	KLMA_30156	orth2	YKR027W	BCH2	Kmarx
W0T9I0	KLMA_40041	orth1	YGR006W	PRP18	Kmarx
W0T9I1	KLMA_20291	NA	NA	NA	Kmarx
W0T9I3	KLMA_30161	orth1	YJL093C	TOK1	Kmarx
W0T9I6	KLMA_30423	orth1	YDR293C	SSD1	Kmarx
W0T9I7	KLMA_40051	orth1	YGR016W	NA	Kmarx
W0T9I8	KLMA_30166	orth1	YJL089W	SIP4	Kmarx
W0T9J0	KLMA_40056	NA	NA	NA	Kmarx
W0T9J4	KLMA_40061	orth1	YLR040C	AFB1	Kmarx
W0T9J7	KLMA_20311	orth1	YFL027C	GYP8	Kmarx
W0T9J8	KLMA_30433	NA	NA	NA	Kmarx
W0T9J9	KLMA_30181	orth1	YGR166W	TRS65	Kmarx
W0T9K1	KLMA_30438	NA	NA	NA	Kmarx
W0T9K2	KLMA_20316	NA	NA	NA	Kmarx
W0T9K3	KLMA_30186	orth1	YDL005C	MED2	Kmarx
W0T9K4	KLMA_40071	orth1	YLR033W	RSC58	Kmarx
W0T9K5	KLMA_30191	orth1	YHR086W	NAM8	Kmarx
W0T9K6	KLMA_40076	orth1	YMR125W	STO1	Kmarx
W0T9K8	KLMA_30443	orth1	YPL161C	BEM4	Kmarx
W0T9K9	KLMA_40268	orth1	YGL037C	PNC1	Kmarx
W0T9L0	KLMA_40081	orth1	YLR028C	ADE16	Kmarx
W0T9L0	KLMA_40081	orth2	YMR120C	ADE17	Kmarx
W0T9L2	KLMA_20326	orth1	YOR306C	MCH5	Kmarx
W0T9L5	KLMA_30201	orth1	YGR178C	PBP1	Kmarx
W0T9L6	KLMA_40086	orth1	YLR025W	SNF7	Kmarx
W0T9L7	KLMA_30206	orth1	YJL024C	APS3	Kmarx
W0T9L9	KLMA_40091	orth1	YLR117C	CLF1	Kmarx
W0T9M0	KLMA_30453	orth1	YOR252W	TMA16	Kmarx
W0T9M2	KLMA_40096	orth1	YLL028W	TPO1	Kmarx
W0T9M3	KLMA_30458	orth1	YOR255W	OSW1	Kmarx
W0T9M4	KLMA_30216	orth1	YLL014W	EMC6	Kmarx
W0T9M8	KLMA_30463	orth1	YOR257W	CDC31	Kmarx
W0T9M9	KLMA_30221	NA	NA	NA	Kmarx
W0T9N0	KLMA_40106	NA	NA	NA	Kmarx
W0T9N1	KLMA_40288	NA	NA	NA	Kmarx
W0T9N2	KLMA_30226	orth1	YLL009C	COX17	Kmarx
W0T9N3	KLMA_40293	NA	NA	NA	Kmarx
W0T9N7	KLMA_40298	orth1	YGL160W	AIM14	Kmarx
